名前: U020 Forecast Check Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日付/時間: 2023/09/01 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拠点名,品番,品名,需要ストリーム,最重点管理品目,Strategic Product,ライフサイクル,Frequency,傾向性ランク,foo,FOB価格,安全在庫,6ヶ月平均出荷実績,予測手法（EN）,出荷実績　(N-12),出荷実績　(N-11),出荷実績　(N-10),出荷実績　(N-09),出荷実績　(N-08),出荷実績　(N-07),出荷実績　(N-06),出荷実績　(N-05),出荷実績　(N-04),出荷実績　(N-03),出荷実績　(N-02),出荷実績　(N-01),FOB価格x前月出荷数量,12ヶ月平均出荷実績,予測数量(N),予測数量(N+1),予測数量(N+2),予測数量(N+3),予測数量(N+4),予測数量(N+5),予測数量(N+6),予測数量(N+7),予測数量(N+8),予測数量(N+9),予測数量(N+10),予測数量(N+11),Foo,Bar,標準偏差,平均,実績期間,実績率エラー,将来日付を含む受注残,RMSE,MAPE,MAD,計算された安全在庫,在庫タイプ,VMR値,実績の異常値検知,予測手法変更,予測数量変更,需要履歴変更,予測実績乖離1,予測実績乖離2,予測実績乖離3,SVG予測数量(N),SVG予測数量(N+1),SVG予測数量(N+2),SVG予測数量(N+3),SVG予測数量(N+4),SVG予測数量(N+5),SVG予測数量(N+6),SVG予測数量(N+7),SVG予測数量(N+8),SVG予測数量(N+9),SVG予測数量(N+10),SVG予測数量(N+11)
U.S.,AA0094,Product-94,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,98.29,2,1,MovingAverage,3,3,2,2,3,2,0,2,2,0,1,0,0,2,0.87,1.05,0.94,0.89,0.97,0.86,0.93,0.83,0.83,0.8,0.84,0.92,1,94,1.056818,0.894151,6,118.1923411,0,1.2683,0.8733,1.0818,2,SLP,1.19326468, ,y, , , ,y, ,0.87,1.05,0.94,0.89,0.97,0.86,0.93,0.83,0.83,0.8,0.84,0.92
U.S.,AA0095,Product-95,U.S.,Normal,n,3:Mature,Freq 6/6,,foo,85.26,0,4,MovingAverage,4,3,4,1,4,5,4,5,3,2,1,9,767.34,4,3.96,4.77,4.28,4.04,4.45,3.92,4.24,3.79,3.79,3.67,3.83,4.2,1,95,2.709581,4.078703,6,66.43241736,0,3.4994,0.6591,2.2871,0,SH ,1.71960675, ,y, , ,y, , ,3.96,4.77,4.28,4.04,4.45,3.92,4.24,3.79,3.79,3.67,3.83,4.2
U.S.,AA0096,Product-96,U.S.,2nd Most Important,n,3:Mature,Freq 6/6,,foo,89.24,0,129,MovingAverage,149,169,131,172,173,258,195,144,117,92,101,126,11244.24,152,160,180,160,160,180,160,138.69,124.02,124.02,120.02,125.36,137.36,1,96,32.286976,133.357382,6,24.21086521,0,65.0272,0.3727,59.1678,0,SH ,6.34434108, ,y,y, , ,y, ,129.36,156.03,140.03,132.02,145.36,128.02,138.69,124.02,124.02,120.02,125.36,137.36
U.S.,AA0097,Product-97,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,83.31,0,1,MovingAverage,1,0,1,0,2,2,3,0,1,0,0,1,83.31,1,0.8,0.96,0.86,0.81,0.9,0.79,0.85,0.76,0.76,0.74,0.77,0.85,1,97,0.968527,0.902689,12,107.2935419,0,1.2546,1.027,1.0556,0.25,SLP,1.09045555, ,y, , , , , ,0.8,0.96,0.86,0.81,0.9,0.79,0.85,0.76,0.76,0.74,0.77,0.85
U.S.,AA0098,Product-98,U.S.,2nd Most Important,n,3:Mature,Freq 6/6,,foo,93.09,24,192,MovingAverage,273,238,234,179,252,196,227,171,206,158,157,232,21596.88,210,200,240,200,200,240,220,206.52,184.68,184.68,178.72,186.66,204.53,1,98,25.948306,198.577521,6,13.06709132,0,29.1517,0.1395,27.16,24.32,SH ,3.20506453, ,y,y, , , , ,192.62,232.34,208.51,196.59,216.45,190.63,206.52,184.68,184.68,178.72,186.66,204.53
U.S.,AA0099,Product-99,U.S.,Normal,n,4:Decline,Freq 5/6,T2,foo,69.04,5,4,MovingAverage,2,5,4,4,3,4,4,4,3,0,3,7,483.28,4,3.45,4.17,3.74,3.52,3.88,3.42,3.7,3.31,3.31,3.2,3.35,3.67,1,99,2.192013,3.560107,6,61.57154827,0,1.8005,0.39,1.3724,5.03,SH ,1.28934816, ,y, , , , , ,3.45,4.17,3.74,3.52,3.88,3.42,3.7,3.31,3.31,3.2,3.35,3.67
U.S.,AA0100,Product-100,U.S.,Normal,n,4:Decline,Freq 5/6,,foo,151.69,7,3,MovingAverage,10,3,3,3,4,5,7,1,0,6,2,2,303.38,4,3,3.62,3.24,3.06,3.37,2.97,3.21,2.87,2.87,2.78,2.9,3.18,1,100,2.894808,3.090352,6,93.67243602,0,2.6667,0.8445,2.5944,6.64,SH ,2.59047001, ,y, , , , , ,3,3.62,3.24,3.06,3.37,2.97,3.21,2.87,2.87,2.78,2.9,3.18
U.S.,AA0101,Product-101,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,30.29,3,1,MovingAverage,0,0,1,0,0,0,1,1,1,0,3,2,60.58,1,1.33,1.61,1.44,1.36,1.5,1.32,1.43,1.28,1.28,1.24,1.29,1.42,1,101,1.082782,1.374219,6,78.79253598,0,1.4818,1.6036,1.2361,2.4,SLP,0.81502917, ,y, , , ,y, ,1.33,1.61,1.44,1.36,1.5,1.32,1.43,1.28,1.28,1.24,1.29,1.42
U.S.,AA0102,Product-102,U.S.,Normal,n,3:Mature,Freq 6/6,T2,foo,41.23,10,18,MovingAverage,42,13,17,36,20,12,19,10,13,20,13,31,1278.13,21,17.65,21.28,19.1,18.01,19.83,17.46,18.92,16.92,16.92,16.37,17.1,18.74,1,102,10.569255,20.580194,12,51.35644008,0,7.8678,0.3505,5.8278,9.91,SH ,5.86631256, ,y, , , , , ,17.65,21.28,19.1,18.01,19.83,17.46,18.92,16.92,16.92,16.37,17.1,18.74
U.S.,AA0103,Product-103,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,43.33,2,1,MovingAverage,0,0,0,0,0,1,2,0,2,0,1,0,0,1,0.83,1,0.9,0.85,0.93,0.82,0.89,0.8,0.8,0.77,0.8,0.88,1,103,1.005573,0.856241,6,117.4404169,0,1.0628,1.3333,0.9444,2.13,SLP,1.12817939, ,y, , , , , ,0.83,1,0.9,0.85,0.93,0.82,0.89,0.8,0.8,0.77,0.8,0.88
U.S.,AA0104,Product-104,U.S.,2nd Most Important,n,3:Mature,Freq 6/6,,foo,191.21,9,48,MovingAverage,51,40,31,41,44,45,58,37,44,38,62,51,9751.71,45,50,60,50,50,60,50,52.1,46.59,46.59,45.08,47.09,51.6,1,104,9.593486,50.093373,6,19.15120789,0,9.9263,0.1611,7.8688,8.99,SH ,1.75239238, ,y,y, , , , ,48.59,58.61,52.6,49.59,54.6,48.09,52.1,46.59,46.59,45.08,47.09,51.6
U.S.,AA0105,Product-105,U.S.,2nd Most Important,n,3:Mature,Freq 6/6,,foo,191.21,15,29,MovingAverage,37,23,32,22,28,33,27,21,27,24,27,46,8795.66,29,35,35,35,35,35,35,30.79,27.53,27.53,26.64,27.83,30.49,1,105,7.733231,29.604118,6,26.12214625,0,8.267,0.1894,5.1352,7.25,SH ,1.72962509, ,y,y, ,y, , ,28.72,34.64,31.08,29.31,32.27,28.42,30.79,27.53,27.53,26.64,27.83,30.49
U.S.,AA0106,Product-106,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,191.21,5,17,MovingAverage,25,17,24,17,22,19,13,11,24,15,15,21,4015.41,19,25,25,25,25,25,25,17.88,15.99,15.99,15.47,16.16,17.71,1,106,5.234756,17.191145,6,30.4503045,0,6.7249,0.3325,6.0599,4.91,SH ,1.10953372, ,y,y, , , ,y,16.68,20.11,18.05,17.02,18.74,16.5,17.88,15.99,15.99,15.47,16.16,17.71
U.S.,AA0107,Product-107,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,191.21,11,29,MovingAverage,39,20,18,22,13,24,24,21,21,25,27,54,10325.34,26,35,35,35,35,35,35,30.71,27.46,27.46,26.57,27.76,30.41,1,107,11.543233,29.527763,6,39.09281242,0,8.2271,0.2019,5.3488,10.82,SH ,3.85351375, ,y,y, ,y, , ,28.64,34.55,31,29.23,32.19,28.35,30.71,27.46,27.46,26.57,27.76,30.41
U.S.,AA0108,Product-108,U.S.,Normal,n,4:Decline,Freq 6/6,T2,foo,38.67,0,7,MovingAverage,11,4,8,5,8,14,7,4,9,5,5,12,464.04,8,6.99,8.43,7.57,7.13,7.85,6.92,7.49,6.7,6.7,6.49,6.77,7.42,1,108,2.85692,7.205742,6,39.6478253,0,3.0274,0.3482,2.5488,0,SH ,1.08209264, ,y, , , , , ,6.99,8.43,7.57,7.13,7.85,6.92,7.49,6.7,6.7,6.49,6.77,7.42
U.S.,AA0109,Product-109,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,150.38,2,3,MovingAverage,3,2,3,3,3,4,3,2,2,1,5,3,451.14,3,2.67,3.22,2.89,2.73,3,2.64,2.86,2.56,2.56,2.48,2.59,2.84,1,109,1.417718,2.754762,6,51.46426443,0,1.3266,0.3927,1.048,0,SH ,0.69701578, ,y, , , , , ,2.67,3.22,2.89,2.73,3,2.64,2.86,2.56,2.56,2.48,2.59,2.84
U.S.,AA0110,Product-110,U.S.,Normal,n,4:Decline,Freq 2/6,,foo,69.04,5,0,MovingAverage,1,0,3,0,0,1,0,0,0,0,1,1,69.04,1,0.33,0.4,0.36,0.34,0.37,0.33,0.35,0.32,0.32,0.31,0.32,0.35,1,110,0.52618,0.339117,6,155.1617878,0,0.7014,1.5556,0.6806,0,SLP,0.77994827, ,y, , , , , ,0.33,0.4,0.36,0.34,0.37,0.33,0.35,0.32,0.32,0.31,0.32,0.35
U.S.,AA0111,Product-111,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,1.95,17,6,SameAsLastYear,0,0,0,6,6,5,0,0,10,8,16,0,0,4,5.93,7.15,6.42,6.05,6.66,5.87,6.35,5.68,5.68,5.5,5.74,6.29,1,111,7.215664,6.110476,6,118.0867743,0,8.2421,1.1905,6.9444,16.55,SH ,8.14000259, ,y, , , , , ,5.93,7.15,6.42,6.05,6.66,5.87,6.35,5.68,5.68,5.5,5.74,6.29
U.S.,AA0112,Product-112,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,29.29,167,381,MovingAverage,594,483,318,749,383,680,431,555,307,306,288,400,11716,458,500,550,500,500,550,500,358.71,320.77,320.77,310.42,324.22,355.26,1,112,163.023975,460.030101,12,35.43767563,0,163.0527,0.3427,153.8343,147.14,SH ,51.98556535, , ,y,y, ,y, ,334.56,403.55,362.16,341.46,375.95,331.11,358.71,320.77,320.77,310.42,324.22,355.26
U.S.,AA0113,Product-113,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,72,0,343,WintersMultiplicative,180,550,304,186,667,572,337,606,152,462,303,195,14040,376,450,450,450,450,450,450,338.55,605.63,150.47,462.69,304.7,195.61,1,113,1.864074,376.274212,12,0.495403071,0,220.6772,0.4578,192.8348,0,SH ,0.00782713, , ,y, , ,y, ,180.56,549.2,304.7,184.32,665.82,571.77,338.55,605.63,150.47,462.69,304.7,195.61
U.S.,AA0114,Product-114,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,72,0,296,MovingAverage,317,358,315,606,574,604,336,292,344,247,263,294,21168,379,271.49,327.47,293.88,277.09,305.08,268.69,291.09,260.3,260.3,251.9,263.1,288.29,1,114,36.123246,307.76941,6,11.73711384,0,398.1065,0.6293,271.7667,0,SH ,4.47963266, ,y, ,y,y, , ,271.49,327.47,293.88,277.09,305.08,268.69,291.09,260.3,260.3,251.9,263.1,288.29
U.S.,AA0115,Product-115,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,31.51,133,296,ForecastingAvg,315,567,269,883,320,355,327,281,280,399,206,283,8917.33,374,400,450,400,400,450,400,387.9,346.87,346.87,335.68,350.6,384.17,1,115,179.878537,372.977117,12,48.22776755,0,168.2587,0.4166,153.6672,509.66,SH ,78.4663777, , ,y,y, , ,y,361.79,436.38,391.63,369.25,406.55,358.06,387.9,346.87,346.87,335.68,350.6,384.17
U.S.,AA0116,Product-116,U.S.,Normal,n,4:Decline,Freq 1/6,,foo,66.07,3,0,MovingAverage,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0.17,0.21,0.19,0.18,0.2,0.17,0.19,0.17,0.17,0.16,0.17,0.18,1,116,0.438977,0.179211,6,244.9498078,0,0.4811,1.4167,0.4722,0,SLP,1.03317462, ,y, , , , ,y,0.17,0.21,0.19,0.18,0.2,0.17,0.19,0.17,0.17,0.16,0.17,0.18
U.S.,AA0117,Product-117,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,106.27,3,4,MovingAverage,10,5,0,10,4,2,3,5,6,1,3,3,318.81,4,3.54,4.28,3.84,3.62,3.98,3.51,3.8,3.4,3.4,3.29,3.44,3.76,1,117,1.929503,3.654632,6,52.79609548,0,2.3032,0.4443,1.9359,2.95,SH ,0.97318235, ,y, , , , ,y,3.54,4.28,3.84,3.62,3.98,3.51,3.8,3.4,3.4,3.29,3.44,3.76
U.S.,AA0118,Product-118,U.S.,Normal,n,4:Decline,Freq 0/6,,foo,47.36,3,0,MovingAverage,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,118,0,0,6,0.00E+00,0,0.8532,2,0.7917,0,SL ,0.00E+00, ,y, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0
U.S.,AA0119,Product-119,U.S.,Normal,n,4:Decline,Freq 6/6,T3,foo,39.46,15,22,MovingAverage,26,17,32,26,31,19,32,9,43,15,9,26,1025.96,24,22.34,26.94,24.18,22.8,25.1,22.11,23.95,21.42,21.42,20.73,21.65,23.72,1,119,14.16454,23.027844,6,61.51049139,0,12.8585,0.5115,11.6917,21.33,SH ,8.32335987, ,y, , , , , ,22.34,26.94,24.18,22.8,25.1,22.11,23.95,21.42,21.42,20.73,21.65,23.72
U.S.,AA0120,Product-120,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,T1,foo,44.34,0,577,MovingAverage,767,823,767,747,766,1077,544,587,628,493,581,630,27934.2,701,574.73,693.23,622.13,586.58,645.83,568.8,616.2,551.03,551.03,533.25,556.95,610.28,1,120,56.10102,601.173651,6,9.331915979,0,158.9273,0.1659,104.4153,0,SH ,5.07454241, ,y, , , , ,y,574.73,693.23,622.13,586.58,645.83,568.8,616.2,551.03,551.03,533.25,556.95,610.28
U.S.,AA0121,Product-121,U.S.,Normal,n,4:Decline,Freq 0/6,,foo,2.17,0,0,MovingAverage,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,121,0,0,6,0.00E+00,0,0.6526,2,0.6111,0,SL ,0.00E+00, ,y, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0
U.S.,AA0122,Product-122,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,70.91,0,1,MovingAverage,0,1,1,0,1,0,0,1,0,1,4,2,141.82,1,1.36,1.63,1.47,1.38,1.52,1.34,1.45,1.3,1.3,1.26,1.31,1.44,1,122,1.584626,1.397241,6,113.4110722,0,1.6576,1.4154,1.2778,0.32,SLP,1.71683754, ,y, , , ,y, ,1.36,1.63,1.47,1.38,1.52,1.34,1.45,1.3,1.3,1.26,1.31,1.44
U.S.,AA0123,Product-123,U.S.,Normal,n,3:Mature,Freq 6/6,T1,foo,32.73,4,13,MovingAverage,9,19,13,11,20,15,21,17,10,10,13,9,294.57,14,13.4,16.17,14.51,13.68,15.06,13.26,14.37,12.85,12.85,12.44,12.99,14.23,1,123,3.846174,13.82389,12,27.82266063,0,4.4476,0.2915,4.1218,3.61,SH ,1.02278449, ,y, , , ,y, ,13.4,16.17,14.51,13.68,15.06,13.26,14.37,12.85,12.85,12.44,12.99,14.23
U.S.,AA0124,Product-124,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,21.08,0,1,MovingAverage,2,1,1,0,0,0,1,1,0,1,0,0,0,1,0.51,0.61,0.55,0.52,0.57,0.5,0.55,0.49,0.49,0.47,0.49,0.54,1,124,0.576847,0.524653,6,109.9482896,0,0.5148,1.0638,0.3472,0.24,SLP,0.60589324, ,y, , , , ,y,0.51,0.61,0.55,0.52,0.57,0.5,0.55,0.49,0.49,0.47,0.49,0.54
U.S.,AA0125,Product-125,U.S.,Normal,n,4:Decline,Freq 3/6,T2,foo,39.35,0,0,MovingAverage,0,4,1,1,0,2,0,1,1,0,0,0,0,1,0.35,0.42,0.38,0.35,0.39,0.34,0.37,0.33,0.33,0.32,0.34,0.37,1,125,0.555266,0.358423,6,154.9191877,0,0.4577,0.717,0.2639,0,SLP,0.82177591, ,y, , , , , ,0.35,0.42,0.38,0.35,0.39,0.34,0.37,0.33,0.33,0.32,0.34,0.37
U.S.,AA0126,Product-126,U.S.,2nd Most Important,n,3:Mature,Freq 6/6,T1,foo,41.63,30,42,MovingAverage,40,38,38,31,37,38,55,22,71,22,37,43,1790.09,39,41.78,50.4,45.23,42.64,46.95,41.35,44.8,40.06,40.06,38.77,40.49,44.37,1,126,20.077687,56.386523,35,35.60724431,0,19.2806,0.394,16,30.24,SH ,8.94064124, ,y, , , , , ,41.78,50.4,45.23,42.64,46.95,41.35,44.8,40.06,40.06,38.77,40.49,44.37
U.S.,AA0127,Product-127,U.S.,Normal,n,3:Mature,Freq 6/6,T1,foo,41.63,50,37,MovingAverage,20,16,23,1,34,11,17,13,23,29,85,56,2331.28,27,45,45,45,45,45,45,40.23,35.97,35.97,34.81,36.36,39.84,1,127,29.219788,38.678753,6,75.54480363,0,28.5653,0.6463,18.5661,44.01,SH ,19.20482237, ,y,y, , ,y, ,37.52,45.25,40.61,38.29,42.16,37.13,40.23,35.97,35.97,34.81,36.36,39.84
U.S.,AA0128,Product-128,U.S.,Normal,n,4:Decline,Freq 2/6,,foo,55.35,3,0,MovingAverage,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0.16,0.19,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.14,0.15,0.17,1,128,0.392546,0.160256,6,244.9493311,0,0.4153,1.4595,0.375,0,SLP,0.9185708, ,y, , , , ,y,0.16,0.19,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.14,0.15,0.17
U.S.,AA0129,Product-129,U.S.,Normal,n,3:Mature,Freq 6/6,,foo,67,0,143,MovingAverage,339,243,173,352,322,201,182,173,151,87,61,202,13534,207,220,240,220,220,240,220,123.99,110.88,110.88,107.3,112.07,122.8,1,129,89.384004,205.278836,12,43.54272742,0,148.4081,0.6604,140.6681,0,SH ,35.84941335, , ,y,y, ,y, ,115.65,139.49,125.19,118.03,129.96,114.46,123.99,110.88,110.88,107.3,112.07,122.8
U.S.,AA0130,Product-130,U.S.,Normal,n,3:Mature,Freq 6/6,,foo,54,84,280,MovingAverage,385,475,214,418,364,338,250,348,401,238,222,220,11880,323,310,360,310,310,360,310,247.59,221.4,221.4,214.26,223.78,245.21,1,130,86.051367,322.909834,12,26.64872913,0,129.0881,0.3341,112.1671,83.55,SH ,23.11208354, , ,y,y, ,y, ,230.93,278.54,249.97,235.69,259.5,228.55,247.59,221.4,221.4,214.26,223.78,245.21
U.S.,AA0131,Product-131,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,21.65,8,3,MovingAverage,4,8,0,5,0,4,0,4,0,5,10,0,0,3,3.31,4,3.59,3.38,3.72,3.28,3.55,3.18,3.18,3.07,3.21,3.52,1,131,3.454941,3.389452,12,101.9321412,0,4.131,1.1963,3.5556,8.21,SH ,3.35769775, ,y, , , , , ,3.31,4,3.59,3.38,3.72,3.28,3.55,3.18,3.18,3.07,3.21,3.52
U.S.,AA0132,Product-132,U.S.,2nd Most Important,n,3:Mature,Freq 6/6,,foo,118.65,10,24,MovingAverage,20,23,20,22,18,20,22,23,19,23,23,35,4152.75,22,25,30,25,25,30,25,26.06,23.3,23.3,22.55,23.55,25.8,1,132,4.836828,25.053227,6,19.30620754,0,9.3948,0.277,5.9513,4.8,SH ,0.89088994, ,y,y, ,y, , ,24.3,29.31,26.31,24.8,27.31,24.05,26.06,23.3,23.3,22.55,23.55,25.8
U.S.,AA0133,Product-133,U.S.,Normal,n,3:Mature,Freq 6/6,,foo,22.89,0,4,MovingAverage,3,1,2,0,2,4,2,5,1,4,5,7,160.23,3,4.03,4.86,4.36,4.11,4.53,3.99,4.32,3.86,3.86,3.74,3.91,4.28,1,133,2.207823,4.155733,6,53.12716192,0,2.6436,0.6812,2.1667,0,SH ,1.12054122, ,y, , , ,y, ,4.03,4.86,4.36,4.11,4.53,3.99,4.32,3.86,3.86,3.74,3.91,4.28
U.S.,AA0134,Product-134,U.S.,Normal,n,3:Mature,Freq 6/6,T1,foo,24.88,0,9,MovingAverage,5,15,7,3,27,4,22,9,4,5,8,6,149.28,10,8.9,10.73,9.63,9.08,10,8.8,9.54,8.53,8.53,8.25,8.62,9.45,1,134,6.201013,9.17063,6,67.6181789,0,8.7857,0.6173,7.4172,0,SH ,4.00565108, ,y, , , , ,y,8.9,10.73,9.63,9.08,10,8.8,9.54,8.53,8.53,8.25,8.62,9.45
U.S.,AA0135,Product-135,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,18.29,10,2,MovingAverage,1,3,4,3,2,6,3,10,0,0,1,0,0,3,2.38,2.87,2.57,2.43,2.67,2.35,2.55,2.28,2.28,2.21,2.3,2.52,1,135,4.220249,2.450189,6,172.241774,0,4.0294,1.1705,3.5278,9.68,SH ,6.94422217, ,y, , , , ,y,2.38,2.87,2.57,2.43,2.67,2.35,2.55,2.28,2.28,2.21,2.3,2.52
U.S.,AA0136,Product-136,U.S.,Normal,n,3:Mature,Freq 6/6,,foo,19.84,0,3,MovingAverage,5,6,4,3,4,9,5,6,1,1,2,3,59.52,4,2.99,3.6,3.24,3.05,3.36,2.96,3.2,2.87,2.87,2.77,2.9,3.17,1,136,2.350963,4.054447,12,57.98480039,0,2.5157,0.5233,2.0278,0,SH ,1.71375084, ,y, , , , ,y,2.99,3.6,3.24,3.05,3.36,2.96,3.2,2.87,2.87,2.77,2.9,3.17
U.S.,AA0137,Product-137,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,29.39,0,1,ForecastingAvg,0,2,0,0,0,0,3,0,1,1,0,0,0,1,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,1,137,1.169045,0.833333,6,140.2854561,0,1.2565,1.4348,0.9167,0,SLP,1.66008174, ,y, , , , ,y,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
U.S.,AA0138,Product-138,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,85.41,2,1,ForecastingAvg,0,0,1,2,0,2,2,0,0,1,1,1,85.41,1,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,1,138,0.834847,0.833333,12,100.1816801,0,0.6838,0.75,0.5833,2.37,SLP,0.84660494, , , , , , , ,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83
U.S.,AA0139,Product-139,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,85.41,5,1,ForecastingAvg,3,0,1,5,2,2,2,1,2,0,0,0,0,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,139,1.507557,1.5,12,100.5038,0,1.2002,0.8794,1.068,3.26,SLP,1.53370495, , , , , ,y, ,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
U.S.,AA0140,Product-140,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,85.41,0,1,ForecastingAvg,1,1,0,1,0,1,1,1,0,0,0,2,170.82,1,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,1,140,0.651339,0.666667,12,97.70080115,0,0.7847,0.96,0.6667,0,SLP,0.64415563, , , , , , , ,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67
U.S.,AA0141,Product-141,U.S.,Normal,n,3:Mature,Freq 6/6,,foo,85.41,2,4,MovingAverage,0,1,1,4,1,5,6,3,4,3,4,6,512.46,3,4.34,5.23,4.69,4.43,4.87,4.29,4.65,4.16,4.16,4.02,4.2,4.61,1,141,2.05764,3.223605,12,63.83040106,0,1.6331,0.3578,1.3194,2.03,SH ,0.90459077, , , , , , ,y,4.34,5.23,4.69,4.43,4.87,4.29,4.65,4.16,4.16,4.02,4.2,4.61
U.S.,AA0142,Product-142,U.S.,Normal,n,3:Mature,Freq 6/6,T4,foo,177.95,0,3,MovingAverage,2,2,2,2,8,3,2,3,2,3,1,5,889.75,3,2.99,3.61,3.24,3.05,3.36,2.96,3.21,2.87,2.87,2.78,2.9,3.18,1,142,1.332736,2.758492,6,48.31393385,0,1.7158,0.5324,1.504,0,SH ,0.55022817, ,y, , , , , ,2.99,3.61,3.24,3.05,3.36,2.96,3.21,2.87,2.87,2.78,2.9,3.18
U.S.,AA0143,Product-143,U.S.,2nd Most Important,n,3:Mature,Freq 6/6,,foo,185.99,0,24,MovingAverage,34,29,21,15,28,27,39,24,21,23,15,20,3719.8,25,30,35,25,25,35,25,25.45,22.76,22.76,22.02,23,25.2,1,143,7.406844,24.469596,6,30.26958026,0,8.5969,0.2607,7.0959,0,SH ,1.86700313, ,y,y, , , ,y,23.74,28.63,25.69,24.22,26.67,23.49,25.45,22.76,22.76,22.02,23,25.2
U.S.,AA0144,Product-144,U.S.,Normal,n,3:Mature,Freq 6/6,,foo,77.26,5,3,MovingAverage,6,1,1,1,2,1,1,1,3,2,5,5,386.3,2,2.85,3.44,3.09,2.91,3.21,2.83,3.06,2.74,2.74,2.65,2.77,3.03,1,144,1.952807,2.461469,12,79.33502311,0,1.8835,0.6692,1.4656,2.94,SH ,1.23784619, ,y, , , ,y, ,2.85,3.44,3.09,2.91,3.21,2.83,3.06,2.74,2.74,2.65,2.77,3.03
U.S.,AA0145,Product-145,U.S.,Normal,n,4:Decline,Freq 2/6,,foo,107.46,3,0,MovingAverage,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0.17,0.21,0.19,0.18,0.2,0.17,0.19,0.17,0.17,0.16,0.17,0.18,1,145,0.438977,0.179211,6,244.9498078,0,0.4236,1.5429,0.375,0,SLP,1.02722408, ,y, , , , , ,0.17,0.21,0.19,0.18,0.2,0.17,0.19,0.17,0.17,0.16,0.17,0.18
U.S.,AA0146,Product-146,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,41.05,0,2,MovingAverage,3,2,0,2,6,3,6,1,2,1,1,1,41.05,2,1.96,2.37,2.12,2,2.21,1.94,2.1,1.88,1.88,1.82,1.9,2.08,1,146,1.887179,2.023475,6,93.26426074,0,1.8505,0.6912,1.5257,0,SH ,1.68141642, ,y, , , , , ,1.96,2.37,2.12,2,2.21,1.94,2.1,1.88,1.88,1.82,1.9,2.08
