名前: U020 Forecast Check Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日付/時間: 2023/09/01 0:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
拠点名,品番,品名,需要ストリーム,最重点管理品目,Strategic Product,ライフサイクル,Frequency,傾向性ランク,foo,FOB価格,安全在庫,6ヶ月平均出荷実績,予測手法（EN）,出荷実績　(N-12),出荷実績　(N-11),出荷実績　(N-10),出荷実績　(N-09),出荷実績　(N-08),出荷実績　(N-07),出荷実績　(N-06),出荷実績　(N-05),出荷実績　(N-04),出荷実績　(N-03),出荷実績　(N-02),出荷実績　(N-01),FOB価格x前月出荷数量,12ヶ月平均出荷実績,予測数量(N),予測数量(N+1),予測数量(N+2),予測数量(N+3),予測数量(N+4),予測数量(N+5),予測数量(N+6),予測数量(N+7),予測数量(N+8),予測数量(N+9),予測数量(N+10),予測数量(N+11),Foo,Bar,標準偏差,平均,実績期間,実績率エラー,将来日付を含む受注残,RMSE,MAPE,MAD,計算された安全在庫,在庫タイプ,VMR値,実績の異常値検知,予測手法変更,予測数量変更,需要履歴変更,予測実績乖離1,予測実績乖離2,予測実績乖離3,SVG予測数量(N),SVG予測数量(N+1),SVG予測数量(N+2),SVG予測数量(N+3),SVG予測数量(N+4),SVG予測数量(N+5),SVG予測数量(N+6),SVG予測数量(N+7),SVG予測数量(N+8),SVG予測数量(N+9),SVG予測数量(N+10),SVG予測数量(N+11)
U.S.,AA0147,Product-147,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,T1,foo,232.86,19,96,MovingAverage,156,135,103,108,107,91,111,101,98,68,91,104,24217.44,106,100,120,100,100,120,100,102.97,92.08,92.08,89.11,93.07,101.98,1,147,19.993167,105.866376,12,18.88528516,0,13.0282,0.0966,9.2345,18.74,SH ,3.80553833, ,y,y, , , , ,96.04,115.84,103.96,98.02,107.92,95.05,102.97,92.08,92.08,89.11,93.07,101.98
U.S.,AA0148,Product-148,U.S.,Normal,n,4:Decline,Freq 2/6,,foo,100.82,1,0,MovingAverage,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0.16,0.19,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.14,0.15,0.17,1,148,0.392546,0.160256,6,244.9493311,0,0.8722,1.4103,0.7972,0,SLP,0.9185708, ,y, , , ,y, ,0.16,0.19,0.17,0.16,0.17,0.15,0.17,0.15,0.15,0.14,0.15,0.17
U.S.,AA0149,Product-149,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,356.69,3,0,MovingAverage,1,1,0,1,0,2,0,0,1,1,0,0,0,1,0.35,0.43,0.38,0.36,0.4,0.35,0.38,0.34,0.34,0.33,0.34,0.38,1,149,0.564635,0.364397,6,154.9505073,0,0.4907,1.1034,0.4444,0,SLP,0.83581142, ,y, , , , , ,0.35,0.43,0.38,0.36,0.4,0.35,0.38,0.34,0.34,0.33,0.34,0.38
U.S.,AA0150,Product-150,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,111.15,0,1,MovingAverage,0,1,0,0,0,0,1,0,4,2,0,1,111.15,1,1.37,1.65,1.48,1.4,1.54,1.35,1.47,1.31,1.31,1.27,1.32,1.45,1,150,1.307723,0.775868,12,168.549676,0,1.744,1.2676,1.25,0.28,SLP,1.15925718, ,y, , , , ,y,1.37,1.65,1.48,1.4,1.54,1.35,1.47,1.31,1.31,1.27,1.32,1.45
U.S.,AA0151,Product-151,U.S.,Normal,n,4:Decline,Freq 0/6,,foo,2.24,0,0,MovingAverage,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,151,0,0,6,0.00E+00,0,0.3519,2,0.3194,0,SL ,0.00E+00, ,y, , , , , ,0,0,0,0,0,0,0,0,0,0,0,0
U.S.,AA0152,Product-152,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,36.56,0,1,MovingAverage,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0.5,0.6,0.54,0.51,0.56,0.5,0.54,0.48,0.48,0.47,0.49,0.53,1,152,0.56748,0.516773,6,109.8122386,0,0.459,0.8824,0.4167,0.27,SLP,0.59531733, ,y, , , , , ,0.5,0.6,0.54,0.51,0.56,0.5,0.54,0.48,0.48,0.47,0.49,0.53
U.S.,AA0153,Product-153,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,151.12,8,35,MovingAverage,53,79,56,27,41,47,39,43,36,19,28,42,6347.04,43,50,50,50,50,50,50,37.11,33.19,33.19,32.12,33.55,36.76,1,153,8.909383,35.68688,6,24.96542987,0,9.3156,0.1922,7.3346,8.35,SH ,1.60696971, ,y,y, , , , ,34.62,41.75,37.47,35.33,38.9,34.26,37.11,33.19,33.19,32.12,33.55,36.76
U.S.,AA0154,Product-154,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,90.32,6,20,MovingAverage,22,50,29,36,26,25,27,21,28,16,14,15,1354.8,26,30,35,30,30,35,30,21.82,19.51,19.51,18.88,19.72,21.61,1,154,6.311329,20.980702,6,30.08159117,0,6.8378,0.2814,6.4491,5.92,SH ,1.27672929, ,y,y, , ,y, ,20.35,24.55,22.03,20.77,22.87,20.14,21.82,19.51,19.51,18.88,19.72,21.61
U.S.,AA0155,Product-155,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,64.96,10,23,MovingAverage,35,51,36,28,34,25,22,43,23,17,14,18,1169.28,29,23.18,27.96,25.09,23.66,26.05,22.94,24.85,22.22,22.22,21.51,22.46,24.61,1,155,11.442478,23.896637,6,47.8832147,0,11.2636,0.4052,9.8502,0,SH ,5.23420078, ,y, , , , , ,23.18,27.96,25.09,23.66,26.05,22.94,24.85,22.22,22.22,21.51,22.46,24.61
U.S.,AA0156,Product-156,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,166.13,8,4,MovingAverage,8,5,3,1,3,5,7,2,5,0,0,9,1495.17,4,3.72,4.48,4.02,3.79,4.18,3.68,3.99,3.56,3.56,3.45,3.6,3.95,1,156,3.661997,3.832586,6,95.54898442,0,4.269,1.0673,3.6123,8.4,SH ,3.34265149, ,y, , , , , ,3.72,4.48,4.02,3.79,4.18,3.68,3.99,3.56,3.56,3.45,3.6,3.95
U.S.,AA0157,Product-157,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,205.58,0,1,MovingAverage,1,1,0,0,1,0,1,0,2,1,0,0,0,1,0.68,0.82,0.74,0.7,0.77,0.68,0.73,0.65,0.65,0.63,0.66,0.72,1,157,0.873085,0.703865,6,124.0415421,0,0.7005,0.8511,0.5556,0,SLP,1.0345959, ,y, , , , , ,0.68,0.82,0.74,0.7,0.77,0.68,0.73,0.65,0.65,0.63,0.66,0.72
U.S.,AA0158,Product-158,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,119.37,19,98,SameAsLastYear,94,131,113,129,180,114,134,96,101,81,65,108,12891.96,112,100,110,100,100,110,100,104.81,93.72,93.72,90.7,94.73,103.8,1,158,19.940963,100.779569,6,19.78671193,0,35.5513,0.2731,30.8349,18.69,SH ,3.90172467, ,y,y, , ,y, ,97.76,117.91,105.82,99.77,109.85,96.75,104.81,93.72,93.72,90.7,94.73,103.8
U.S.,AA0159,Product-159,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,47.37,2,2,MovingAverage,4,6,1,8,6,7,3,3,2,1,1,4,189.48,4,2.31,2.79,2.51,2.36,2.6,2.29,2.48,2.22,2.22,2.15,2.24,2.46,1,159,1.151113,2.386566,6,48.23302603,0,1.7006,0.6029,1.5823,0,SH ,0.5304073, ,y, , , , , ,2.31,2.79,2.51,2.36,2.6,2.29,2.48,2.22,2.22,2.15,2.24,2.46
U.S.,AA0160,Product-160,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,305.64,0,1,MovingAverage,0,9,0,1,0,1,1,0,0,1,0,2,611.28,1,0.65,0.78,0.7,0.66,0.73,0.64,0.7,0.62,0.62,0.6,0.63,0.69,1,160,2.162319,1.146539,12,188.5953291,0,1.1324,1.1864,0.9722,0,SLP,6.67601726, ,y, , , , , ,0.65,0.78,0.7,0.66,0.73,0.64,0.7,0.62,0.62,0.6,0.63,0.69
U.S.,AA0161,Product-161,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,90.69,0,1,MovingAverage,1,0,0,0,0,1,0,0,1,2,0,1,90.69,1,0.69,0.83,0.75,0.7,0.78,0.68,0.74,0.66,0.66,0.64,0.67,0.73,1,161,0.894492,0.711394,6,125.7379174,0,0.8129,1.2184,0.7361,0,SLP,1.07445862, ,y, , , , , ,0.69,0.83,0.75,0.7,0.78,0.68,0.74,0.66,0.66,0.64,0.67,0.73
U.S.,AA0162,Product-162,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,64.37,2,1,MovingAverage,0,0,0,2,0,3,1,0,1,1,0,0,0,1,0.51,0.61,0.55,0.52,0.57,0.5,0.55,0.49,0.49,0.47,0.49,0.54,1,162,0.576847,0.524653,6,109.9482896,0,0.493,0.9412,0.4444,2.24,SLP,0.60589324, ,y, , , , , ,0.51,0.61,0.55,0.52,0.57,0.5,0.55,0.49,0.49,0.47,0.49,0.54
U.S.,AA0163,Product-163,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,142.11,55,510,ForecastingLR,535,595,661,663,626,627,653,591,483,444,424,466,66223.26,564,550,600,525,525,600,550,443.03,385.91,375.66,353.61,358.96,381.97,1,163,78.697311,563.858232,12,13.95693217,0,83.8186,0.1317,71.9348,222.98,SH ,11.20323212, , ,y, , ,y, ,477.4,562.93,493.61,454.49,488.37,419.54,443.03,385.91,375.66,353.61,358.96,381.97
U.S.,AA0164,Product-164,U.S.,Most Important,y,1:New Product,Freq 6/6,,foo,196.84,175,1617,MovingAverage,1811,1753,1401,1539,1519,1715,1788,1548,1655,1612,1380,1717,337974.28,1620,1750,1900,1750,1750,1900,1800,1707.74,1527.12,1527.12,1477.86,1543.54,1691.32,1,164,173.727146,1626.972641,12,10.67793899,0,103.2861,0.0542,89.0021,492.23,SH ,16.9471324, , ,y,y, , , ,1592.8,1921.21,1724.17,1625.64,1789.85,1576.38,1707.74,1527.12,1527.12,1477.86,1543.54,1691.32
U.S.,AA0165,Product-165,U.S.,Most Important,y,1:New Product,Freq 6/6,,foo,315.79,45,434,ForecastingAvg,397,392,394,420,386,494,504,446,405,368,391,488,154105.52,424,450,520,450,450,520,475,442.94,396.09,396.09,383.31,400.35,438.68,1,165,54.952652,425.901273,12,12.90267381,0,24.986,0.0522,22.9985,155.7,SH ,6.4450992, , ,y, , , , ,413.12,498.3,447.2,421.64,464.23,408.87,442.94,396.09,396.09,383.31,400.35,438.68
U.S.,AA0166,Product-166,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,160,4,40,ForecastingAvg,19,22,34,39,39,36,57,54,50,30,21,30,4800,36,35,45,35,35,45,35,37.69,33.7,33.7,32.62,34.07,37.33,1,166,13.444726,36.240115,12,37.09901583,0,15.2614,0.2859,12.8414,38.09,SH ,4.75942797, , ,y, , ,y, ,35.15,42.4,38.05,35.88,39.5,34.79,37.69,33.7,33.7,32.62,34.07,37.33
U.S.,AA0167,Product-167,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,178.95,13,106,MovingAverage,83,166,137,161,156,156,145,146,89,62,72,119,21295.05,124,130,150,130,130,150,130,90.49,80.92,80.92,78.31,81.79,89.62,1,167,34.948401,108.854977,6,32.1054691,0,42.1295,0.3136,36.7421,99.02,SH ,9.02877713, ,y,y, , , ,y,84.4,101.8,91.36,86.14,94.84,83.53,90.49,80.92,80.92,78.31,81.79,89.62
U.S.,AA0168,Product-168,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,26,45,401,ForecastingWA,526,548,484,590,470,675,684,499,392,321,204,306,7956,475,450,500,500,525,550,575,451.06,403.35,403.35,390.34,407.69,446.72,1,168,143.204464,474.033824,12,30.20975651,0,187.9558,0.3519,171.2463,129.25,SH ,42.94518155, , ,y, , ,y, ,420.7,507.44,455.39,429.37,472.74,416.36,451.06,403.35,403.35,390.34,407.69,446.72
U.S.,AA0169,Product-169,U.S.,Most Important,n,3:Mature,Freq 6/6,,foo,389.47,15,126,MovingAverage,144,129,107,127,83,114,133,92,147,106,105,172,66988.84,122,150,170,150,150,170,150,137.44,122.91,122.91,118.94,124.23,136.12,1,169,25.954006,122.094871,12,21.25724511,19,22.0754,0.1462,17.9551,73.54,SH ,4.3442078, , ,y, , , , ,128.19,154.62,138.76,130.84,144.05,126.87,137.44,122.91,122.91,118.94,124.23,136.12
U.S.,AA0170,Product-170,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,98.89,24,243,ForecastingWA,264,264,293,245,281,324,316,296,269,158,140,280,27689.2,261,240,290,260,250,280,260,263.96,236.04,236.04,228.43,238.58,261.42,1,170,55.297185,260.611327,12,21.21825848,0,65.3891,0.1676,43.7022,156.68,SH ,11.74037979, , ,y,y, ,y, ,246.19,296.95,266.5,251.27,276.65,243.65,263.96,236.04,236.04,228.43,238.58,261.42
U.S.,AA0171,Product-171,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,131.58,30,283,MovingAverage,309,303,311,310,304,365,405,360,293,128,181,333,43816.14,300,300,350,300,300,350,325,228.13,204,204,197.42,206.2,225.94,1,171,102.340617,291.608333,6,35.09523063,0,107.7558,0.2606,81.6648,92.37,SH ,33.41060238, ,y,y,y, ,y, ,212.78,256.65,230.33,217.17,239.1,210.58,228.13,204,204,197.42,206.2,225.94
U.S.,AA0172,Product-172,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,26.49,45,87,WintersMultiplicative,144,137,179,186,180,194,154,107,86,71,42,59,1562.91,128,130,160,180,180,190,190,108.04,53,43.5,25.03,21.29,20.62,1,172,48.473369,220.09705,35,22.02363412,0,77.7611,0.5739,69.6142,45.44,SH ,15.06697324, ,y,y, , ,y, ,85.97,89.09,92.2,128.29,116.43,136.77,108.04,53,43.5,25.03,21.29,20.62
U.S.,AA0173,Product-173,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,294.74,25,236,ForecastingAvg,395,308,213,197,196,244,241,222,283,175,132,365,107580.1,248,250,300,240,240,300,250,257.42,230.2,230.2,222.77,232.67,254.95,1,173,76.266378,247.522918,12,30.81184507,0,66.302,0.235,55.282,216.09,SH ,22.29436264, , ,y, , , , ,240.1,289.6,259.9,245.05,269.8,237.62,257.42,230.2,230.2,222.77,232.67,254.95
U.S.,AA0174,Product-174,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,131.58,17,158,ForecastingAvg,163,140,132,134,141,156,199,156,166,118,141,169,22237.02,151,170,190,170,170,190,170,158.03,141.31,141.31,136.75,142.83,156.51,1,174,23.312814,151.949706,12,15.34245417,0,22.9455,0.1172,18.8334,66.05,SH ,3.10863707, , ,y, , , , ,147.39,177.78,159.55,150.43,165.63,145.87,158.03,141.31,141.31,136.75,142.83,156.51
U.S.,AA0175,Product-175,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,148.91,5,32,WintersMultiplicative,38,53,62,57,50,63,54,55,30,20,15,15,2233.65,43,50,60,50,50,60,50,45.65,11.45,40.94,10.83,18.87,16.21,1,175,26.915998,60.3762,35,44.58047708,0,24.9357,0.525,21.832,0,SH ,13.79372518, ,y,y, , ,y, ,37.65,33.27,49.32,47.39,52.06,64.95,45.65,11.45,40.94,10.83,18.87,16.21
U.S.,AA0176,Product-176,U.S.,Normal,n,4:Decline,Freq 5/6,,foo,62.98,3,1,MovingAverage,3,0,1,3,0,3,1,1,2,0,2,1,62.98,1,1.18,1.42,1.28,1.2,1.32,1.17,1.26,1.13,1.13,1.09,1.14,1.25,1,176,1.210364,1.457195,12,83.06122379,0,0.8687,0.5684,0.75,2.93,SLP,1.15251951, ,y, , , , , ,1.18,1.42,1.28,1.2,1.32,1.17,1.26,1.13,1.13,1.09,1.14,1.25
U.S.,AA0177,Product-177,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,132.01,0,121,WintersMultiplicative,151,157,149,112,141,154,192,109,124,82,94,125,16501.25,133,130,150,130,130,150,130,192.13,108.65,124.55,82.15,94.08,124.55,1,177,0.449372,132.580964,12,0.338941569,0,42.4636,0.305,39.3084,0,SH ,0.0014994, , ,y, , ,y, ,151.05,156.35,148.4,112.63,140.45,153.7,192.13,108.65,124.55,82.15,94.08,124.55
U.S.,AA0178,Product-178,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,77.48,90,65,SameAsLastYear,71,62,57,70,65,70,59,50,67,54,69,91,7050.68,65,60,70,60,60,70,60,70.08,62.67,62.67,60.64,63.34,69.4,1,178,13.046356,67.381832,6,19.36183035,0,25.7683,0.283,17.01,12.23,SH ,2.72774912, ,y,y, ,y, , ,65.36,78.84,70.75,66.71,73.45,64.69,70.08,62.67,62.67,60.64,63.34,69.4
U.S.,AA0179,Product-179,U.S.,Normal,n,4:Decline,Freq 5/6,,foo,83,7,1,MovingAverage,3,7,5,0,1,0,1,1,1,1,3,1,83,2,1.36,1.64,1.47,1.38,1.52,1.34,1.45,1.3,1.3,1.26,1.31,1.44,1,179,0.880926,1.397592,6,63.03170024,0,1.272,0.6977,1.25,3.32,SLP,0.53045138, ,y, , , , ,y,1.36,1.64,1.47,1.38,1.52,1.34,1.45,1.3,1.3,1.26,1.31,1.44
U.S.,AA0180,Product-180,U.S.,Normal,n,3:Mature,Freq 6/6,,foo,83,10,9,MovingAverage,18,11,9,13,10,11,4,5,13,9,11,13,1079,11,9.3,11.22,10.07,9.49,10.45,9.2,9.97,8.92,8.92,8.63,9.01,9.88,1,180,4.09448,9.587413,6,42.70682821,0,4.7302,0.471,4.1485,6.17,SH ,1.67048684, ,y, , , , , ,9.3,11.22,10.07,9.49,10.45,9.2,9.97,8.92,8.92,8.63,9.01,9.88
U.S.,AA0181,Product-181,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,83,7,4,MovingAverage,3,4,2,2,2,1,4,5,3,6,3,3,249,3,4.08,4.92,4.41,4.16,4.58,4.04,4.37,3.91,3.91,3.78,3.95,4.33,1,181,1.497789,4.20318,6,35.63466233,0,1.875,0.4912,1.6963,3.16,SH ,0.50988267, ,y, , , , ,y,4.08,4.92,4.41,4.16,4.58,4.04,4.37,3.91,3.91,3.78,3.95,4.33
U.S.,AA0182,Product-182,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,83,7,0,MovingAverage,0,5,4,1,0,3,0,0,0,1,1,0,0,1,0.35,0.42,0.38,0.36,0.4,0.35,0.38,0.34,0.34,0.33,0.34,0.37,1,182,0.561766,0.36249,6,154.9742062,0,1.2038,1.1864,0.9722,0,SLP,0.83169082, ,y, , , , ,y,0.35,0.42,0.38,0.36,0.4,0.35,0.38,0.34,0.34,0.33,0.34,0.37
U.S.,AA0183,Product-183,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,168.79,3,8,MovingAverage,10,12,7,10,13,7,8,6,6,9,5,11,1856.69,9,7.53,9.09,8.15,7.69,8.46,7.46,8.08,7.22,7.22,6.99,7.3,8,1,183,2.141384,7.765716,6,27.57484307,0,3.0728,0.3639,2.8611,2.67,SH ,0.56409809, ,y, , , , , ,7.53,9.09,8.15,7.69,8.46,7.46,8.08,7.22,7.22,6.99,7.3,8
U.S.,AA0184,Product-184,U.S.,Normal,n,4:Decline,Freq 5/6,,foo,83.92,10,3,MovingAverage,1,6,6,0,5,6,10,3,1,0,1,1,83.92,3,2.58,3.11,2.79,2.63,2.9,2.55,2.76,2.47,2.47,2.39,2.5,2.74,1,184,3.568904,2.658527,6,134.243662,0,3.5675,0.9868,3.1111,8.18,SH ,4.57694406, ,y, , , , ,y,2.58,3.11,2.79,2.63,2.9,2.55,2.76,2.47,2.47,2.39,2.5,2.74
U.S.,AA0185,Product-185,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,32.04,467,1201,MovingAverage,1200,2452,1320,1500,1502,1432,1079,1178,1348,1079,1041,1479,47387.16,1384,1400,1500,1400,1400,1500,1400,1297.32,1160.1,1160.1,1122.68,1172.57,1284.84,1,185,273.535577,1372.555804,12,19.9289221,0,292.9142,0.1767,232.6661,775.02,SH ,52.76652953, ,y,y,y, , ,y,1210,1459.48,1309.79,1234.95,1359.69,1197.52,1297.32,1160.1,1160.1,1122.68,1172.57,1284.84
U.S.,AA0186,Product-186,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,69.91,153,380,ForecastingWA,321,329,341,343,288,358,412,356,417,299,359,437,30550.67,355,460,500,460,460,500,460,390.63,349.32,349.32,338.05,353.07,386.88,1,186,54.562273,357.186118,12,15.2755861,0,123.8918,0.1885,66.834,154.59,SH ,6.35690705, , ,y, , ,y, ,364.34,439.46,394.39,371.85,409.41,360.59,390.63,349.32,349.32,338.05,353.07,386.88
U.S.,AA0187,Product-187,U.S.,2nd Most Important,y,2:Upturn,Freq 6/6,,foo,32.04,175,425,ForecastingAvg,99,483,864,347,342,393,375,334,387,393,406,657,21050.28,423,525,575,525,525,575,525,437.98,391.66,391.66,379.03,395.87,433.77,1,187,174.454507,421.139367,12,41.42441212,0,93.9457,0.1555,63.2077,494.29,SH ,56.78549671, , ,y, , , , ,408.51,492.73,442.2,416.93,459.04,404.29,437.98,391.66,391.66,379.03,395.87,433.77
U.S.,AA0188,Product-188,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,59.94,0,2,ForecastingAvg,6,2,2,5,0,2,4,1,3,1,1,0,0,2,2.2,2.66,2.38,2.25,2.48,2.18,2.36,2.11,2.11,2.04,2.14,2.34,1,188,1.941748,2.271312,12,85.49014843,0,1.5657,0.7794,1.4722,0,SH ,1.59501365, , , , , , , ,2.2,2.66,2.38,2.25,2.48,2.18,2.36,2.11,2.11,2.04,2.14,2.34
U.S.,AA0189,Product-189,U.S.,Normal,n,4:Decline,Freq 5/6,,foo,59.94,5,2,ForecastingAvg,2,1,0,1,6,2,4,1,2,0,2,0,0,2,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1,189,1.76455,1.75,12,100.8314286,0,1.5788,0.8344,1.3002,3.07,SLP,1.80350875, , , , , , , ,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75,1.75
U.S.,AA0190,Product-190,U.S.,Normal,n,4:Decline,Freq 3/6,,foo,59.94,0,1,ForecastingAvg,2,3,0,3,3,2,5,2,0,0,0,0,0,2,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1,190,1.669694,1.666667,12,100.18162,0,2.2134,1.2065,2.0694,0,SLP,1.69556054, , , , , ,y, ,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67,1.67
U.S.,AA0191,Product-191,U.S.,Normal,n,4:Decline,Freq 4/6,,foo,59.94,3,1,ForecastingAvg,1,0,1,5,4,1,2,3,1,0,0,0,0,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,191,1.678744,1.5,12,111.9162667,0,1.3683,0.9229,1.2614,2.92,SLP,1.90443455, , , , , ,y, ,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5
U.S.,AA0192,Product-192,U.S.,2nd Most Important,y,2:Upturn,Freq 4/6,,foo,85.41,8,2,ForecastingAvg,3,0,0,4,2,5,0,3,3,3,0,0,0,2,3.42,3.42,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1,192,1.831955,1.916667,12,95.58024425,0,2.1616,0.8203,1.6806,4.2,SH ,1.18547546, , ,y, , ,y, ,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92,1.92
U.S.,AA0193,Product-193,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,64.09,80,236,ForecastingAvg,195,196,205,184,199,299,301,221,199,238,203,251,16086.59,224,240,250,230,230,250,240,234.76,209.93,209.93,203.16,212.19,232.51,1,193,44.704565,225.733609,12,19.80412452,0,35.6759,0.1179,27.832,126.66,SH ,8.41373154, , ,y,y, , , ,218.96,264.11,237.02,223.48,246.05,216.7,234.76,209.93,209.93,203.16,212.19,232.51
U.S.,AA0194,Product-194,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,45.48,44,181,SameAsLastYear,267,218,218,182,127,234,182,218,220,146,107,212,9641.76,194,240,250,240,240,250,240,195.49,174.82,174.82,169.18,176.7,193.61,1,194,47.252932,187.974166,6,25.13799263,0,58.0079,0.2498,47.617,44.29,SH ,9.29480883, ,y,y, , ,y, ,182.33,219.93,197.37,186.09,204.89,180.46,195.49,174.82,174.82,169.18,176.7,193.61
U.S.,AA0195,Product-195,U.S.,Normal,n,4:Decline,Freq 6/6,,foo,87.19,37,176,ForecastingAvg,188,155,149,142,165,206,206,200,186,168,119,174,15171.06,172,200,200,200,200,200,200,188.04,168.15,168.15,162.72,169.96,186.23,1,195,39.839763,180.803927,35,22.03478855,0,39.4161,0.1636,30.4015,37.34,SH ,8.03316041, , ,y, , ,y, ,175.38,211.54,189.84,179,197.08,173.57,188.04,168.15,168.15,162.72,169.96,186.23
U.S.,AA0196,Product-196,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,87.59,55,448,ForecastingWA,581,428,401,454,485,368,427,398,415,429,415,604,52904.36,450,550,600,550,550,600,550,477.46,426.96,426.96,413.18,431.55,472.86,1,196,73.769404,451.907782,12,16.32399506,0,54.6025,0.1145,53.3314,209.01,SH ,9.70607253, , ,y, , , ,y,445.32,537.14,482.05,454.5,500.41,440.73,477.46,426.96,426.96,413.18,431.55,472.86
U.S.,AA0197,Product-197,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,160.96,0,88,ForecastingAvg,69,128,138,92,107,126,146,97,96,75,39,72,11589.12,99,100,120,100,100,120,100,102,91.21,91.21,88.27,92.19,101.02,1,197,28.860093,98.07882,12,29.42540805,0,33.423,0.3177,30.3031,0,SH ,7.92935682, , ,y, ,y, , ,95.14,114.75,102.98,97.1,106.91,94.16,102,91.21,91.21,88.27,92.19,101.02
U.S.,AA0198,Product-198,U.S.,2nd Most Important,n,4:Decline,Freq 6/6,,foo,93.11,25,63,MovingAverage,71,71,43,77,56,64,70,58,54,54,65,74,6890.14,63,64.99,78.39,70.35,66.33,73.03,64.32,69.68,62.31,62.31,60.3,62.98,69.01,1,198,5.461892,64.788566,6,8.430333217,0,6.0418,0.0754,4.6535,7.85,SH ,0.42537527, ,y, , , , , ,64.99,78.39,70.35,66.33,73.03,64.32,69.68,62.31,62.31,60.3,62.98,69.01
U.S.,AA0199,Product-199,U.S.,Most Important,y,2:Upturn,Freq 6/6,,foo,62.79,50,130,MovingAverage,97,91,153,92,140,117,128,152,125,121,79,174,10925.46,122,150,170,150,150,170,150,134.31,120.1,120.1,116.23,121.39,133.01,1,199,29.463481,122.923512,12,23.96895478,0,41.8577,0.2507,33.2538,83.48,SH ,5.59864589, , ,y, , , , ,125.27,151.09,135.6,127.85,140.76,123.97,134.31,120.1,120.1,116.23,121.39,133.01
